,gid,Level,Current Status,Location,IntakeDate,Level Reason,Special Intake Information,HW,Sex,Animal ID,Microchip ID,Rabies Revaccination Date,Weight,Hold,Age,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed,parent gid,parent completed
647,1211894916953060,L2,Available,Foster Foster Home,,L2 - OA,,-,N,A0056996026,,,69,,03 year(s) 01 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1208453410433790,False
648,1211894913778970,L2,Available,Foster Foster Home,,L2 - SF,,-,S,A0053618690,,,66,,05 year(s) 07 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1208605811658411,False
649,1211894959828078,L1,Available,Foster Foster Home,,L1,,-,N,A0056223206,,,54,,04 year(s) 04 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1207642114747730,False
650,1211894915888423,L3,Available,Foster Foster Home,,L3-LB/OA/RG,,-,N,A0055905913,,,54,,03 year(s) 05 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1207317781035108,False
651,1211894916374317,L2,Available,Foster Foster Home,,L2-LR/BR,,-,S,A0056500648,,,48,,07 year(s) 03 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1207985754471290,False
652,1211894961538364,L1,Available,Foster Foster Home,,L1,,-,N,A0057243693,,,69,,05 year(s) 00 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1208732901418137,False
653,1211895049743500,L2,Available,Foster Foster Home,,L2 - JM,,-,S,A0057081101,,,44,,03 year(s) 00 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1208555841715724,False
654,1211894917075803,L1,Available,Foster Foster Home,,L1,,-,S,A0056927704,,,27,,06 year(s) 01 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1208365994110851,False
655,1211894821777008,L1,Available,Foster Foster Home,,L1,,-,S,A0057321831,,,42,,02 year(s) 11 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1208829981210030,False
656,1211895050458690,L1,Available,Foster Foster Home,,L1,,-,N,A0056432711,,,56,,02 year(s) 03 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1207903348356703,False
657,1211894917156019,L1,Available,Foster Foster Home,,L1,,+,S,A0057025902,,,50,,03 year(s) 01 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1208486785354860,False
658,1211894961626583,L1,Available,Foster Foster Home,,L1,,-,S,A0056944879,,,58,,05 year(s) 01 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1208395566629876,False
659,1211894916671700,L2,Available,Foster Foster Home,,L2 - SF,,-,S,A0057261805,,,40,,01 year(s) 11 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1208761746993664,False
660,1211894917184500,L2,Available,Foster Foster Home,,L2 - OA/LB,,-,N,A0056934062,,,41,,02 year(s) 00 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1208371360884522,False
661,1211894961663464,L1,Available,Foster Foster Home,,L1,,-,N,A0057165899,,,56,,02 year(s) 06 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1208645776917420,False
662,1211895049589492,L1,Available,Foster Foster Home,,L1,,-,S,A0057261594,,,43,,04 year(s) 11 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1208753021265347,False
663,1211895051582328,L2,Available,Foster Foster Home,,L2-OA,,-,N,A0056676632,,,41,,04 year(s) 02 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1208232327077481,False
664,1209219464845611,L1,Available,Foster Foster Home,,L1,,+,S,A0057054603,,,42,,02 year(s) 03 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1208526219232571,False
665,1211894961315299,L1,Available,Foster Foster Home,,L1,,-,S,A0056520035,,,62,,03 year(s) 03 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1208005505146888,False
666,1211894916627370,L1,Available,Foster Foster Home,,L1,,-,S,A0057614005,,,48,,03 year(s) 09 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209122581568160,False
667,1211895051614618,L1,Available,Foster Foster Home,,L1,,+,S,A0057500992,,,44,,08 year(s) 10 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1209027761405506,False
668,1211895050734610,L3,Available,Foster Foster Home,,L3- BH,,-,N,A0057510470,,,57,,02 year(s) 10 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1209040786355007,False
669,1211894915475564,L1,Available,Foster Foster Home,,L1,,-,N,A0057609567,,,50,,03 year(s) 09 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209122581735609,False
670,1211895051687009,L2,Available,Foster Foster Home,,L2 RG/H,,-,S,A0057489230,,,41,,02 year(s) 04 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1209027808015852,False
671,1211895049879435,L1,Available,Foster Foster Home,,L1,,+,N,A0057256931,,,77,,03 year(s) 11 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1208753020779569,False
672,1211895051702236,L1,Available,Foster Foster Home,,L1,,-,S,A0053848363,,,65,,06 year(s) 10 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1209044151301220,False
673,1211894961216692,L1,Court,Foster Foster Home,,L1,,-,F,A0056311137,,,67,,08 year(s) 04 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207752936367626,False
674,1211894960927698,L1,Available,Foster Foster Home,,L1,,-,N,A0057782104,,,42,,01 year(s) 08 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209315419882527,False
675,1211894917116362,L1,Available,Foster Foster Home,,L1,,-,N,A0057161815,,,61,,03 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1208636018081576,False
676,1211894959958680,L1,Available,Foster Foster Home,,L1,,+,S,A0057809416,,,53,,12 year(s) 09 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1209356661635151,False
677,1211895051805896,L2,Available,Foster Foster Home,,L2- BR/M&G,,-,N,A0057512818,,,55,,03 year(s) 10 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1209040786261918,False
678,1211894917490001,L1,Available,Foster Foster Home,,L1,,-,S,A0057252718,,,46,,03 year(s) 11 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1208753107331024,False
679,1211895051807091,L2,Available,Foster Foster Home,,L2-BR,,-,S,A0057867271,,,43,,04 year(s) 08 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1209439673917180,False
680,1211894917561445,L3,Available,Foster Foster Home,,L3-JM,,-,S,A0057656410,,,51,,02 year(s) 09 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1209175291430004,False
681,1211894917075813,L1,Available,Foster Foster Home,,L1,,+,S,A0057478759,,,60,,03 year(s) 10 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1209004160233895,False
682,1211894915475555,L1,Available,Foster Foster Home,,L1,,-,S,A0057663603,,,69,,03 year(s) 09 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1209175245383652,False
683,1211894917289782,L2,Available,Foster Foster Home,,L2 JM/LB,,-,N,A0057072729,,,66,,01 year(s) 05 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1208564478477483,False
684,1211895051376329,L1,Available,Foster Foster Home,,L1,,-,S,A0056545695,,,71,,07 year(s) 02 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1208062847000129,False
685,1211894913796708,L2,Available,Foster Foster Home,,L2-OA,,-,N,A0056096120,,,50,,02 year(s) 05 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1207536070398246,False
686,1211894917455324,L1,Available,Foster Foster Home,,L1,,+,S,A0055025441,,,61,,07 year(s) 10 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1206267249418704,False
687,1211894917179990,L1,Available,Foster Foster Home,,L1,,-,S,A0057999103,,,52,,04 year(s) 07 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1209649514199590,False
688,1211894917314717,L2,Available,Foster Foster Home,,L2-JM/SF,,-,S,A0057747654,,,46,,01 year(s) 09 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1209295930078564,False
689,1211895049979445,L2,Available,Foster Foster Home,,L2-BR,,-,S,A0057985936,,,46,,02 year(s) 07 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209649513598545,False
690,1211895052017939,L1,Available,Foster Foster Home,,L1,,-,S,A0058006377,,,47,,03 year(s) 07 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1209675929209920,False
691,1211895051091783,L1,Available,Foster Foster Home,,L1,,-,N,A0058070653,,,56,,04 year(s) 07 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1209779494931526,False
692,1211894909234662,L2,Available,Foster Foster Home,,L2 - SF,,+,N,A0058279327,,,50,,05 year(s) 06 month(s) 29 day(s),,,,,,,,,,,,,,,,,,,False,1209957776969979,False
693,1211894962191412,L2,Trial Adoption,Foster Trial Adoption,,L2-OA,,-,S,A0057820720,,,47,,02 year(s) 09 month(s) 00 day(s),,,,,,,,,,,,,,,,,,,False,1209373195883012,False
694,1211895051173089,L1,Available,Foster Foster Home,,L1,,-,N,A0057257626,,,46,,02 year(s) 11 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1208753106111186,False
695,1211894962273456,L1,Court,Foster Foster Home,,L1,,-,S,A0057949341,,,13,,12 year(s) 08 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209565225272868,False
696,1211894962005193,L1,Available,Foster Foster Home,,L1,,-,N,A0057749805,,,44,,01 year(s) 09 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1209277805888227,False
697,1211894917737763,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0058360897,,,51,,02 year(s) 06 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1210064014588841,False
698,1211895052134527,L2,Court,Foster Foster Home,,L2-SF,,-,N,A0057949359,,,16,,03 year(s) 08 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209565189015177,False
699,1211894916435762,L1,Court,Foster Foster Home,,L1,,-,N,A0057949290,,,10,,03 year(s) 08 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209565188307207,False
700,1211894960480989,L2,Available,Foster Foster Home,,L2-OA,,-,S,A0057303592,,,45,,02 year(s) 11 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1208802676612663,False
701,1211894914923198,L2,Available,Foster Foster Home,,L2-OA,,-,S,A0057572441,,,47,,02 year(s) 10 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209080058558990,False
702,1211895050671781,L1,Available,Foster Foster Home,,L1,,+,S,A0058240878,,,38,,04 year(s) 07 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1209903448927912,False
703,1211894917184510,L2,Available,Foster Foster Home,,L2-LB,,-,N,A0057425727,,,48,,03 year(s) 10 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1208951800762075,False
704,1211895051643739,L1,Available,Foster Foster Home,,L1-A857655,,+,N,A0053596658,,,47,,07 year(s) 04 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1210131649526777,False
705,1211894916026499,L2,Available,Foster Foster Home,,L2- LB,,+,S,A0057639835,,,54,,03 year(s) 09 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1209156449076991,False
706,1211894960002775,L2,Available,Foster Foster Home,,L2- LB,,+,S,A0057639835,,,54,,03 year(s) 09 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1209156449076991,False
707,1211894915471827,L2,Available,Foster Foster Home,,L2 - SF,,-,F,A0058313508,,,51,,04 year(s) 06 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1210008898002833,False
708,1211894916026508,L2,Available,Foster Foster Home,,L2-A,,-,N,A0057918810,,,62,,03 year(s) 08 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1209532163857572,False
709,1211895051173098,L2,Available,Foster Foster Home,,L2 - SF,,-,F,A0058313508,,,51,,04 year(s) 06 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1210008898002833,False
710,1211894916173215,L1,Court,Foster Foster Home,,L1,,-,N,A0057949305,,,11,,06 year(s) 06 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1209565188282449,False
711,1211895052061968,L2,Available,Foster Foster Home,,L2 - SF,,+,S,A0057471755,,,44,,02 year(s) 10 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1209004055254945,False
712,1211895050663069,L1,Available,Foster Foster Home,,L1,,-,S,A0058338338,,,52,,03 year(s) 06 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1210029935635719,False
713,1211895050668797,L2,Available,Foster Foster Home,,L2-SF,,-,N,A0058463186,,,57,,03 year(s) 06 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210203704414457,False
714,1211894961187225,L2,Court,Foster Foster Home,,L2-SF,,-,M,A0057949368,,,12,,04 year(s) 08 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1209565226075590,False
715,1211894961744548,L2,Available,Foster Foster Home,,L2-SF,,-,N,A0058416589,,,57,,04 year(s) 06 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1210151409644062,False
716,1211894917632278,L1,Available,Foster Foster Home,,L1,,+,N,A0057938358,,,54,,03 year(s) 08 month(s) 09 day(s),,,,,,,,,,,,,,,,,,,False,1209548920531517,False
717,1211894918129420,L1,Available,Foster Foster Home,,L1,,+,N,A0058006328,,,65,,03 year(s) 07 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1209675699588073,False
718,1211894916696978,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0058575776,,,55,,02 year(s) 05 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1210384555854679,False
719,1211894916625979,L1,Available,Foster Foster Home,,L1,,-,S,A0058602321,,,41,,10 year(s) 05 month(s) 12 day(s),,,,,,,,,,,,,,,,,,,False,1210418605393408,False
720,1211894960717946,L2,Available,Foster Foster Home,,L2-SF,,+,S,A0057910867,,,60,,02 year(s) 08 month(s) 15 day(s),,,,,,,,,,,,,,,,,,,False,1209505486190863,False
721,1211894914551547,L1,Available,Foster Foster Home,,L1,,+,N,A0058214995,,,46,,02 year(s) 07 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1209840362330620,False
722,1211895051807100,L1,Available,Foster Foster Home,,L1,,-,M,A0058344455,,,53,,02 year(s) 06 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1210041039867765,False
723,1211895049982238,L2,Available,Foster Foster Home,,L2-OA/JM,,-,S,A0058483232,,,51,,03 year(s) 05 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1210232986356299,False
724,1211895050317658,L2,Available,Foster Foster Home,,L2-M&G/JM,,-,F,A0058316435,,,48,,02 year(s) 06 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1210009266805498,False
725,1211894917363756,L1,Available,Foster Foster Home,,L1,,-,S,A0057165859,,,46,,02 year(s) 00 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1208645779612286,False
726,1211894917677875,L1,Available,Foster Foster Home,,L1,,-,S,A0058104749,,,63,,03 year(s) 07 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1209835883505030,False
727,1211894962443148,L3,Available,Foster Foster Home,,L3-SD/BR,,-,N,A0055649438,,,55,,04 year(s) 07 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1207003441831005,False
728,1211894916254852,L1,Available,Foster Foster Home,,L1,,-,N,A0057985953,,,49,,02 year(s) 07 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1209649646564862,False
729,1211894962896221,L3,Available,Foster Foster Home,,L3-SF/BR,,-,N,A0058625088,,,64,,03 year(s) 05 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210447246176361,False
730,1211894962888593,L3,Available,Foster Foster Home,,L3-OA/BR,,-,F,A0058609148,,,51,,06 year(s) 05 month(s) 10 day(s),,,,,,,,,,,,,,,,,,,False,1210428621325775,False
731,1211894960078435,L1,Available,Foster Foster Home,,L1,,+,N,A0058762439,,,45,,11 year(s) 05 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210623092517378,False
732,1211894918411111,L1,Available,Foster Foster Home,,L1,,+,S,A0058252924,,,44,,01 year(s) 07 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1209903614582639,False
733,1211894961950608,L1,Available,Foster Foster Home,,L1,,+,S,A0058844546,,,51,,03 year(s) 04 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1210721775146834,False
734,1211895049982247,L2,Available,Foster Foster Home,,L2-SF A852878,,+,N,A0053591163,,,58,,07 year(s) 08 month(s) 30 day(s),,,Walks politely on leash,,,,,,Super cuddler,1 - Low energy,,,,,,,,,False,1209807163039023,False
735,1211894962819878,L1,Available,Foster Foster Home,,L1,,-,S,A0058100843,,,55,,07 year(s) 06 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1209831993915464,False
736,1211894961126345,L1,Available,Foster Foster Home,,L1,,-,N,A0058455126,,,63,,02 year(s) 06 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1210203703924759,False
737,1211895050191956,L3,Available,Foster Foster Home,,L3-BH/DR,,-,S,A0058308340,,,41,,01 year(s) 06 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1209998037092053,False
738,1211895052413023,L1,Available,Foster Foster Home,,L1   A861769,,-,N,A0053600299,,,48,,07 year(s) 04 month(s) 27 day(s),,,,,,,,,,,,,,,,,,,False,1209821553546931,False
739,1211895049596922,L1,Available,Foster Foster Home,,L1,,-,S,A0058766779,,,31,,01 year(s) 01 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1210623089863907,False
740,1211894959958691,L2,Available,Foster Foster Home,,L2-SF,,+,M,A0058820168,,,47,,01 year(s) 01 month(s) 25 day(s),,,,,,,,,,,,,,,,,,,False,1210692598709401,False
741,1211894916846952,L1,Available,Foster Foster Home,,L1,,-,N,A0058364488,,,68,,03 year(s) 06 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1210077651451709,False
742,1211894962979875,L2,Available,Foster Foster Home,,L2-JM,,-,S,A0058673772,,,50,,00 year(s) 11 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210506754649983,False
743,1211572593696467,L1,Available,Foster Foster Home,,L1,,-,M,A0058706791,,,58,,02 year(s) 03 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1210549128984149,False
744,1211894962111172,L1,Available,Foster Foster Home,,L1-MG,,-,S,A0058340859,,,55,,03 year(s) 06 month(s) 20 day(s),,,,,,,,,,,,,,,,,,,False,1210032486063365,False
745,1211572779661783,L2,Available,Foster Foster Home,,L2-SF,,-,F,A0058679072,,,47,,02 year(s) 03 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1210517763522912,False
746,1211894823967906,L2,Available,Foster Foster Home,,L2 - OA,,-,N,A0058858235,,,46,,04 year(s) 04 month(s) 02 day(s),,,,,,,,,,,,,,,,,,,False,1210737060620246,False
747,1211894918631089,L1,Available,Foster Foster Home,,L1,,-,N,A0058385779,,,35,,01 year(s) 06 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1210105948332293,False
748,1211894917950729,L2,Available,Foster Foster Home,,L2 - SF,,-,N,A0058855489,,,67,,03 year(s) 04 month(s) 02 day(s),,,Walks politely on leash,,,,,,,,,,,,,,,,False,1210736934206601,False
749,1211894917075824,L1,Available,Foster Foster Home,,L1,,+,S,A0058943403,,,46,,02 year(s) 02 month(s) 19 day(s),,,,,,,,,,,,,,,,,,,False,1210838981265427,False
750,1211894914332849,L1,Available,Foster Foster Home,,L1,,-,S,A0053623474,,,57,,07 year(s) 01 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1201131237319019,False
751,1211894963032237,L2,Available,Foster Foster Home,,L2 - SF,,-,S,A0058795391,,,33,,01 year(s) 04 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1210665023248395,False
752,1211894959878389,L1,Available,Foster Foster Home,,L1,,-,N,A0058870423,,,50,,06 year(s) 04 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210758735175843,False
753,1211895052994722,L1,Available,Foster Foster Home,,L1,,-,N,A0057311730,,,52,,02 year(s) 11 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1208813872339126,False
754,1211895052876220,L1,Available,Foster Foster Home,,L1,,-,S,A0058491085,,,50,,06 year(s) 05 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1210246758094452,False
755,1211894916563341,L1,Available,Foster Foster Home,,L1 - EA,,-,N,A0058607804,,,43,,01 year(s) 11 month(s) 09 day(s),,,Pulls some but manageable,,,,,,"Play first, then snuggle time",4-High energy,,,,,,,"He knows basic commands like “sit,” and greeting other dogs is always his first priority. He might need some time to learn how to walk properly on a leash.",,False,1210428761501920,False
756,1211572899496212,L2,Available,Foster Foster Home,,L2 - BR/OA,,-,F,A0058850516,,,54,,02 year(s) 03 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210721775186498,False
757,1211895051582343,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0058648841,,,39,,02 year(s) 05 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1210481323115617,False
758,1211894961928191,L2,Available,Foster Foster Home,,L2 - SF/BR,,+,S,A0058635759,,,57,,04 year(s) 05 month(s) 06 day(s),,,,,,,,,,,,,,,,,,,False,1210469819664062,False
759,1211894962421532,L2,Trial Adoption,Foster Foster Home,,L2-SF,,-,S,A0058492824,,,48,,01 year(s) 11 month(s) 28 day(s),,,,,,,,,,,,,,,,,,,False,1210246754215120,False
760,1211894917139832,L3,Available,Foster Foster Home,,L3-SF,,-,S,A0058870368,,,52,,00 year(s) 11 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210758736218202,False
761,1211895050710080,L1,Available,Foster Foster Home,,L1,,-,S,A0058728393,,,53,,02 year(s) 04 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1210577821236885,False
762,1211895052881909,L1,Available,Foster Foster Home,,L1,,+,S,A0058069967,,,50,,03 year(s) 07 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1209779444152475,False
763,1211895048937416,L1,Available,Foster Foster Home,,L1,,-,S,A0053623485,,,46,,04 year(s) 05 month(s) 16 day(s),,,,,,,,,,,,,,,,,,,False,1209903613247570,False
764,1211894915309124,L1,Available,Foster Foster Home,,L1,,+,N,A0058734729,,,65,,01 year(s) 04 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1210588578687073,False
765,1211894917866619,L1,Available,Foster Foster Home,,L1,,-,N,A0053911720,,,53,,08 year(s) 07 month(s) 23 day(s),,,,,,,,,,,,,,,,,,,False,1205235994637522,False
766,1211895053037764,L1,Available,Foster Foster Home,,L1,,-,S,A0058920051,,,71,,05 year(s) 03 month(s) 24 day(s),,,,,,,,,,,,,,,,,,,False,1210818230822750,False
767,1211895053316643,STAFF ONLY,Available,Foster Foster Home,,STAFF ONLY,,-,N,A0057301164,,,36,,01 year(s) 10 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1208813851681656,False
768,1211894963195314,L2,Available,Foster Foster Home,,L2-SF,,+,N,A0058943849,,,50,,04 year(s) 03 month(s) 21 day(s),,,,,,,,,,,,,,,,,,,False,1210838770636512,False
769,1211895053340474,L1,Available,Foster Foster Home,,L1,,+,S,A0058822047,,,63,,06 year(s) 04 month(s) 08 day(s),,,,,,,,,,,,,,,,,,,False,1210692600449623,False
770,1211895052445007,L1,Available,Foster Foster Home,,L1- A880593,,-,N,A0053618691,,,74,,07 year(s) 07 month(s) 14 day(s),,,,,,,,,,,,,,,,,,,False,1207629026700766,False
771,1211894917561455,L1,Available,Foster Foster Home,,L1,,-,S,A0058831101,,,60,,05 year(s) 04 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210702992558586,False
772,1211895051898921,L1,Available,Foster Foster Home,,L1,,-,S,A0058831101,,,60,,05 year(s) 04 month(s) 07 day(s),,,,,,,,,,,,,,,,,,,False,1210702992558586,False
773,1211895052532477,L3,Available,Foster Foster Home,,L3-SF,,-,S,A0058870352,,,51,,00 year(s) 11 month(s) 01 day(s),,,,,,,,,,,,,,,,,,,False,1210758436789330,False
774,1211895051376343,L1,Trial Adoption,Foster Trial Adoption,,L1,,-,S,A0058879483,,,43,,03 year(s) 03 month(s) 30 day(s),,,,,,,,,,,,,,,,,,,False,1210769774447624,False
775,1211894960609692,L1,Available,Foster Foster Home,,L1,,-,N,A0059006751,,,41,,02 year(s) 03 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1210923618833270,False
776,1211895053121862,L1,Available,Foster Foster Home,,L1,,-,S,A0058638071,,,74,,08 year(s) 05 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1210469685569097,False
777,1211895052445016,L1,Available,Foster Foster Home,,L1      A863043,,+,N,A0053601345,,,57,,08 year(s) 11 month(s) 26 day(s),,,,,,,,,,,,,,,,,,,False,1210853561563159,False
778,1211894960916253,L1,Available,Foster Foster Home,,L1 A486212,,-,N,A0053300757,,,63,,09 year(s) 08 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1206952553822131,False
779,1211894919240354,L2,Available,Foster Foster Home,,L2-SF,,-,N,A0058735374,,,57,,04 year(s) 04 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1210588782194794,False
780,1211894962111183,L2,Available,Foster Foster Home,,L2-RG,,+,N,A0058763780,,,60,,03 year(s) 04 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1210634721466533,False
781,1211894916139428,L1,Available,Foster Foster Home,,L1,,-,S,A0053626727,,,51,,06 year(s) 07 month(s) 17 day(s),,,,,,,,,,,,,,,,,,,False,1210623094773974,False
782,1211894918976701,L2,Available,Foster Foster Home,,L2-SF,,-,S,A0058809387,,,61,,05 year(s) 04 month(s) 11 day(s),,,,,,,,,,,,,,,,,,,False,1210670479452154,False
783,1211894914603112,L1,Available,Foster Foster Home,,L1,,-,S,A0058652764,,,48,,02 year(s) 05 month(s) 04 day(s),,,,,,,,,,,,,,,,,,,False,1210490057026751,False
784,1211895053610973,L1,Available,Foster Foster Home,,L1,,+,N,A0058579871,,,55,,05 year(s) 05 month(s) 13 day(s),,,,,,,,,,,,,,,,,,,False,1210408062367731,False
785,1211894962764654,L1,Available,Foster Foster Home,,L1,,-,S,A0058659823,,,57,,02 year(s) 05 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1210490056545466,False
786,1211894962533829,L1,Available,Foster Foster Home,,L1,,-,S,A0058659823,,,57,,02 year(s) 05 month(s) 03 day(s),,,,,,,,,,,,,,,,,,,False,1210490056545466,False
787,1211894962880619,L1,Available,Foster Foster Home,,L1,,+,S,A0058762135,,,40,,04 year(s) 04 month(s) 18 day(s),,,,,,,,,,,,,,,,,,,False,1210623094774344,False
788,1211894917766405,L1,Available,Foster Foster Home,,L1,,-,N,A0058923804,,,76,,05 year(s) 03 month(s) 22 day(s),,,,,,,,,,,,,,,,,,,False,1210836875117691,False
789,1211895052852903,L1,Available,Foster Foster Home,,L1,,+,S,A0059044513,,,54,,04 year(s) 03 month(s) 05 day(s),,,,,,,,,,,,,,,,,,,False,1210993989711391,False
